unit_name,faction,Unit Type,health,save,ward,keywords,weapon_name,weapon_type,attacks,hit,wound,rend,damage,range,ability,Points,Unit Size,move,control,Loadout,Weapon Models,Bought With,warscroll_abilities,rules_source
Royal Zombie Dragon,Flesh-eater Courts,Monster,14,4,6,"DEATH,MONSTER,FLESH-EATER COURTS,WARD (6+),FLY",Baneful Breath,ranged,3,2,4,1,3,10,"Shoot in Combat, Companion",260,1,12,5,Default,1,,"Soaring Terror [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | On Rotten Wings [Activated · Once Per Turn (Army), Your Movement Phase] | Necromantic Limits [Passive]",Flesh-eater Courts - Library.cat#6419-9fb3-d882-9e33
Royal Zombie Dragon,Flesh-eater Courts,Monster,14,4,6,"DEATH,MONSTER,FLESH-EATER COURTS,WARD (6+),FLY",Draconic Jaws,melee,4,4,2,2,4,,"Crit (Auto-wound), Companion",260,1,12,5,Default,1,,"Soaring Terror [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | On Rotten Wings [Activated · Once Per Turn (Army), Your Movement Phase] | Necromantic Limits [Passive]",Flesh-eater Courts - Library.cat#6419-9fb3-d882-9e33
Royal Zombie Dragon,Flesh-eater Courts,Monster,14,4,6,"DEATH,MONSTER,FLESH-EATER COURTS,WARD (6+),FLY",Draconic Claws,melee,7,4,2,1,2,,"Crit (Auto-wound), Companion",260,1,12,5,Default,1,,"Soaring Terror [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | On Rotten Wings [Activated · Once Per Turn (Army), Your Movement Phase] | Necromantic Limits [Passive]",Flesh-eater Courts - Library.cat#6419-9fb3-d882-9e33
The Grymwatch,Flesh-eater Courts,,1,6,6,"INFANTRY,UNIQUE,CHAMPION,WARD (6+),DEATH,FLESH-EATER COURTS,SERFS",Great Halberd,melee,4,2,4,1,2,,"Crit (Auto-wound), Anti-**^^Monster^^** (+1 Rend)",80,7,6,1,Default,1,,Quest to Slay the Monster [Activated · Any Combat Phase],Flesh-eater Courts - Library.cat#17d4-5f91-75cc-376f
The Grymwatch,Flesh-eater Courts,,1,6,6,"INFANTRY,UNIQUE,CHAMPION,WARD (6+),DEATH,FLESH-EATER COURTS,SERFS",Knightly Weapons,melee,3,4,4,0,1,,"Crit (Auto-wound), Anti-**^^Monster^^** (+1 Rend)",80,7,6,1,Default,6,,Quest to Slay the Monster [Activated · Any Combat Phase],Flesh-eater Courts - Library.cat#17d4-5f91-75cc-376f
The Skinnerkin,Flesh-eater Courts,,2,6,6,"INFANTRY,UNIQUE,CHAMPION,WARD (6+),DEATH,FLESH-EATER COURTS,SERFS",Butchering Weapons,melee,2,4,4,0,1,,Crit (Auto-wound),80,5,6,1,Default,5,,Prime Cuts [Passive] | Dinner is Served [Activated · End of Any Turn],Flesh-eater Courts - Library.cat#c933-7c55-522d-510b
"Ushoran, Mortarch of Delusion",Flesh-eater Courts,Monster Hero,16,4,5,"DEATH,UNIQUE,HERO,MONSTER,WARD (5+),WARMASTER,FLESH-EATER COURTS,WIZARD (2),ABHORRANT",Sceptre of the Carrion King,melee,4,3,2,2,6,,-,450,1,10,5,Default,1,,"Battle Damaged [Passive] | Shroudcage Fragment [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Epicentre of Delusion [Passive] | Glimpse of Delusion [Spell · Your Hero Phase · casting value 7 · Spell]",Flesh-eater Courts - Library.cat#b0a4-76e1-de3-9384
"Ushoran, Mortarch of Delusion",Flesh-eater Courts,Monster Hero,16,4,5,"DEATH,UNIQUE,HERO,MONSTER,WARD (5+),WARMASTER,FLESH-EATER COURTS,WIZARD (2),ABHORRANT",Monstrous Talons,melee,8,3,3,1,2,,-,450,1,10,5,Default,1,,"Battle Damaged [Passive] | Shroudcage Fragment [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Epicentre of Delusion [Passive] | Glimpse of Delusion [Spell · Your Hero Phase · casting value 7 · Spell]",Flesh-eater Courts - Library.cat#b0a4-76e1-de3-9384
Varghulf Courtier,Flesh-eater Courts,Beast,8,5,6,"DEATH,FLESH-EATER COURTS,WARD (6+),BEAST",Immense Claws,melee,7,4,3,1,2,,Anti-**^^Infantry^^** (+1 Rend),100,1,10,1,Default,1,,Victory Feast [Activated · End of Any Turn],Flesh-eater Courts - Library.cat#9840-3911-50d4-532d
Varghulf Courtier,Flesh-eater Courts,Beast,8,5,6,"DEATH,FLESH-EATER COURTS,WARD (6+),BEAST",Dagger-like Fangs,melee,1,3,2,2,3,,Anti-**^^Infantry^^** (+1 Rend),100,1,10,1,Default,1,,Victory Feast [Activated · End of Any Turn],Flesh-eater Courts - Library.cat#9840-3911-50d4-532d
Auric Flamekeeper,Fyreslayers,Infantry Hero,5,5,6,"HERO,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,INFANTRY",Brazier Axe,melee,5,3,3,1,2,,-,80,1,4,2,Default,1,,"Masterflame Rune [Activated · Once Per Turn (Army), Your Hero Phase]",Fyreslayers - Library.cat#4a5c-a6be-cecb-a47a
Auric Hearthguard,Fyreslayers,Infantry,2,6,6,"INFANTRY,CHAMPION,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,MUSICIAN (1/10)",Magmapike,melee,1,3,3,1,1,,-,100,5,4,1,Default,5,,Molten Rockbolts [Passive],Fyreslayers - Library.cat#c2d0-1db-e516-2344
Auric Hearthguard,Fyreslayers,Infantry,2,6,6,"INFANTRY,CHAMPION,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,MUSICIAN (1/10)",Magmapike,ranged,2,4,3,1,D3,12,Shoot in Combat,100,5,4,1,Default,5,,Molten Rockbolts [Passive],Fyreslayers - Library.cat#c2d0-1db-e516-2344
Auric Runefather,Fyreslayers,Infantry Hero,5,5,6,"HERO,ORDER,WARMASTER,WARD (6+),FYRESLAYERS,DUARDIN,INFANTRY",Latchkey Grandaxe,melee,4,3,3,2,3,,-,130,1,4,2,Default,1,,"Royal Retinue [Activated · Once Per Battle (Army), Deployment Phase] | Commanding Presence [Activated · End of Any Turn]",Fyreslayers - Library.cat#aa8-9db3-b817-6324
Auric Runefather on Magmadroth,Fyreslayers,Monster Hero,14,4,6,"HERO,MONSTER,ORDER,WARMASTER,WARD (6+),FYRESLAYERS,DUARDIN,MAGMADROTH",Latchkey Grandaxe,melee,4,3,3,2,3,,-,320,1,10,5,Default,1,,"Volcanic Blood [Passive] | Warrior-kings [Activated · Once Per Battle (Army), Your Combat Phase] | Raging Inferno [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Battle Damaged [Passive]",Fyreslayers - Library.cat#37e2-9685-abe9-bc10
Auric Runefather on Magmadroth,Fyreslayers,Monster Hero,14,4,6,"HERO,MONSTER,ORDER,WARMASTER,WARD (6+),FYRESLAYERS,DUARDIN,MAGMADROTH",Roaring Fyrestream,ranged,4,3,3,1,2,10,"Anti‑**^^Infantry^^** (+1 Rend), Companion",320,1,10,5,Default,1,,"Volcanic Blood [Passive] | Warrior-kings [Activated · Once Per Battle (Army), Your Combat Phase] | Raging Inferno [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Battle Damaged [Passive]",Fyreslayers - Library.cat#37e2-9685-abe9-bc10
Auric Runefather on Magmadroth,Fyreslayers,Monster Hero,14,4,6,"HERO,MONSTER,ORDER,WARMASTER,WARD (6+),FYRESLAYERS,DUARDIN,MAGMADROTH",Magmadroth’s Blazing Maw,melee,2,4,2,2,3,,Companion,320,1,10,5,Default,1,,"Volcanic Blood [Passive] | Warrior-kings [Activated · Once Per Battle (Army), Your Combat Phase] | Raging Inferno [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Battle Damaged [Passive]",Fyreslayers - Library.cat#37e2-9685-abe9-bc10
Auric Runefather on Magmadroth,Fyreslayers,Monster Hero,14,4,6,"HERO,MONSTER,ORDER,WARMASTER,WARD (6+),FYRESLAYERS,DUARDIN,MAGMADROTH",Magmadroth’s Claws and Horns,melee,6,4,2,1,2,,Companion,320,1,10,5,Default,1,,"Volcanic Blood [Passive] | Warrior-kings [Activated · Once Per Battle (Army), Your Combat Phase] | Raging Inferno [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Battle Damaged [Passive]",Fyreslayers - Library.cat#37e2-9685-abe9-bc10
Auric Runemaster,Fyreslayers,Infantry Hero,5,5,6,"HERO,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,INFANTRY,PRIEST (2)",Brazier Staff,melee,3,3,3,1,2,,-,160,1,4,2,Default,1,,High Priest of the Zharrgrim [Passive] | Master of the Runes [Activated · Reaction: You declared an Ur-gold Rune ability],Fyreslayers - Library.cat#21bf-d0a3-f872-2def
Auric Runesmiter,Fyreslayers,Infantry Hero,5,5,6,"HERO,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,INFANTRY,PRIEST (1)",Latch-axe,melee,4,3,3,1,2,,-,90,1,4,2,Default,1,,Emergence [Activated · Your Hero Phase] | Magmic Tunnelling [Activated · Deployment Phase · Deploy],Fyreslayers - Library.cat#7b03-4613-6b5b-a9ce
Auric Runesmiter on Magmadroth,Fyreslayers,Monster Hero,14,4,6,"HERO,MONSTER,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,MAGMADROTH,PRIEST (1)",Latch-axe,melee,4,3,3,1,2,,-,280,1,10,5,Default,1,,"Volcanic Blood [Passive] | Runic Empowerment [Activated · Your Hero Phase] | Lashing Tail [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Battle Damaged [Passive]",Fyreslayers - Library.cat#268e-676d-c731-7d26
Auric Runesmiter on Magmadroth,Fyreslayers,Monster Hero,14,4,6,"HERO,MONSTER,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,MAGMADROTH,PRIEST (1)",Roaring Fyrestream,ranged,4,3,3,1,2,10,"Anti‑**^^Infantry^^** (+1 Rend), Companion",280,1,10,5,Default,1,,"Volcanic Blood [Passive] | Runic Empowerment [Activated · Your Hero Phase] | Lashing Tail [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Battle Damaged [Passive]",Fyreslayers - Library.cat#268e-676d-c731-7d26
Auric Runesmiter on Magmadroth,Fyreslayers,Monster Hero,14,4,6,"HERO,MONSTER,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,MAGMADROTH,PRIEST (1)",Magmadroth’s Blazing Maw,melee,2,4,2,2,3,,Companion,280,1,10,5,Default,1,,"Volcanic Blood [Passive] | Runic Empowerment [Activated · Your Hero Phase] | Lashing Tail [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Battle Damaged [Passive]",Fyreslayers - Library.cat#268e-676d-c731-7d26
Auric Runesmiter on Magmadroth,Fyreslayers,Monster Hero,14,4,6,"HERO,MONSTER,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,MAGMADROTH,PRIEST (1)",Magmadroth’s Claws and Horns,melee,6,4,2,1,2,,Companion,280,1,10,5,Default,1,,"Volcanic Blood [Passive] | Runic Empowerment [Activated · Your Hero Phase] | Lashing Tail [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Battle Damaged [Passive]",Fyreslayers - Library.cat#268e-676d-c731-7d26
Auric Runeson,Fyreslayers,Infantry Hero,5,5,6,"HERO,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,INFANTRY",Ancestral Weapons,melee,5,3,3,1,2,,Anti‑**^^Monster^^** (+1 Rend),90,1,4,2,Default,1,,Fearless Charge [Passive] | Dauntless Assault [Activated · Reaction: You declared a Fight ability for this unit],Fyreslayers - Library.cat#94e6-d5d5-c8e6-7282
Auric Runeson on Magmadroth,Fyreslayers,Monster Hero,14,4,6,"HERO,MONSTER,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,MAGMADROTH",Ancestral Weapons,melee,5,3,3,1,2,,Anti‑**^^Monster^^** (+1 Rend),240,1,10,5,Default,1,,"Volcanic Blood [Passive] | Battle Damaged [Passive] | Dominating Roar [Activated · Once Per Turn (Army), End of Any Turn · Rampage] | Vying for Glory [Passive]",Fyreslayers - Library.cat#de0d-34a7-ac61-53de
Auric Runeson on Magmadroth,Fyreslayers,Monster Hero,14,4,6,"HERO,MONSTER,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,MAGMADROTH",Roaring Fyrestream,ranged,4,3,3,1,2,10,"Anti‑**^^Infantry^^** (+1 Rend), Companion",240,1,10,5,Default,1,,"Volcanic Blood [Passive] | Battle Damaged [Passive] | Dominating Roar [Activated · Once Per Turn (Army), End of Any Turn · Rampage] | Vying for Glory [Passive]",Fyreslayers - Library.cat#de0d-34a7-ac61-53de
Auric Runeson on Magmadroth,Fyreslayers,Monster Hero,14,4,6,"HERO,MONSTER,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,MAGMADROTH",Magmadroth’s Blazing Maw,melee,2,4,2,2,3,,Companion,240,1,10,5,Default,1,,"Volcanic Blood [Passive] | Battle Damaged [Passive] | Dominating Roar [Activated · Once Per Turn (Army), End of Any Turn · Rampage] | Vying for Glory [Passive]",Fyreslayers - Library.cat#de0d-34a7-ac61-53de
Auric Runeson on Magmadroth,Fyreslayers,Monster Hero,14,4,6,"HERO,MONSTER,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,MAGMADROTH",Magmadroth’s Claws and Horns,melee,6,4,2,1,2,,Companion,240,1,10,5,Default,1,,"Volcanic Blood [Passive] | Battle Damaged [Passive] | Dominating Roar [Activated · Once Per Turn (Army), End of Any Turn · Rampage] | Vying for Glory [Passive]",Fyreslayers - Library.cat#de0d-34a7-ac61-53de
Battlesmith,Fyreslayers,Infantry Hero,5,5,6,"HERO,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,INFANTRY",Ancestral Battle-axe,melee,5,3,3,1,2,,-,100,1,4,5,Default,1,,Icon of Grimnir [Passive] | Bard of the Lodge [Passive],Fyreslayers - Library.cat#eb16-2bd1-6982-c82d
Doomseeker,Fyreslayers,Infantry Hero,5,5,6,"HERO,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,INFANTRY",Doomseeker Weapons,melee,5,3,3,1,2,,-,80,1,4,2,Default,1,,Runic Power [Passive] | Oathbound [Activated · Deployment Phase],Fyreslayers - Library.cat#2a37-8d73-b1ba-576d
Grimhold Exile,Fyreslayers,Infantry Hero,6,5,6,"HERO,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,INFANTRY",Fyre-rune Hammers,melee,5,3,3,2,2,,-,90,1,4,2,Default,1,,"Honour to Grimnir! [Activated · Once Per Battle, Your Hero Phase] | Last of the Lodge-fire [Activated · Once Per Battle, Any Combat Phase · Core, Attack, Fight]",Fyreslayers - Library.cat#145f-e68f-3a4e-c25a
Grimwrath Berzerker,Fyreslayers,Infantry Hero,5,5,6,"HERO,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,INFANTRY",Fyrestorm Greataxe,melee,5,3,3,2,2,,-,110,1,4,2,Default,1,,"Grimwrath Oaths [Activated · Deployment Phase] | Battle-fury [Activated · Once Per Battle, Any Combat Phase]",Fyreslayers - Library.cat#1b3c-edf1-cb89-c9
Hearthguard Berzerkers with Berzerker Broadaxes,Fyreslayers,Infantry,2,6,6,"INFANTRY,CHAMPION,ORDER,WARD (6+),FYRESLAYERS,DUARDIN",Berzerker Broadaxe,melee,2,3,3,1,2,,-,100,5,4,1,Default,5,,Duty Unto Death [Passive] | Fires of Vengeance [Passive],Fyreslayers - Library.cat#d6c7-9adb-d1fd-2446
Hearthguard Berzerkers with Flamestrike Poleaxes,Fyreslayers,Infantry,2,6,6,"INFANTRY,CHAMPION,ORDER,WARD (6+),FYRESLAYERS,DUARDIN",Flamestrike Poleaxe,melee,2,3,3,1,2,,Crit (Mortal),110,5,4,1,Default,5,,Duty Unto Death [Passive] | Smouldering Braziers [Activated · End of Any Turn],Fyreslayers - Library.cat#194c-db4d-bae8-1372
Molten Infernoth,Fyreslayers,,1,6,6,"WARD (6+),MANIFESTATION,INVOCATION,FLY,ORDER,FYRESLAYERS",Raging Torrents of Lava,ranged,2,4,3,2,2,8,Shoot in Combat,,1,,,,,,Flamescarred [Activated · End of Any Turn],Fyreslayers - Library.cat#bc11-e1c6-f5de-ed0b
Molten Infernoth,Fyreslayers,,1,6,6,"WARD (6+),MANIFESTATION,INVOCATION,FLY,ORDER,FYRESLAYERS",Molten Claws,melee,6,4,2,1,2,,Crit (Mortal),,1,,,,,,Flamescarred [Activated · End of Any Turn],Fyreslayers - Library.cat#bc11-e1c6-f5de-ed0b
The Chosen Axes,Fyreslayers,,3,5,6,"ORDER,INFANTRY,UNIQUE,CHAMPION,WARD (6+),DUARDIN,FYRESLAYERS",Fyresteel Weapons,melee,2,4,3,1,1,,-,120,4,4,1,Default,3,,Berserk Fury [Passive] | Fjul's Retinue [Passive],Fyreslayers - Library.cat#79e4-f929-c8d1-d8cf
The Chosen Axes,Fyreslayers,,3,5,6,"ORDER,INFANTRY,UNIQUE,CHAMPION,WARD (6+),DUARDIN,FYRESLAYERS",Latchkey Grandaxe,melee,4,3,3,2,3,,-,120,4,4,1,Default,1,,Berserk Fury [Passive] | Fjul's Retinue [Passive],Fyreslayers - Library.cat#79e4-f929-c8d1-d8cf
Vulkite Berzerkers with Bladed Slingshields,Fyreslayers,Infantry,2,5,6,"INFANTRY,CHAMPION,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,MUSICIAN (1/10)",Fyresteel Weapons,melee,2,4,3,1,1,,-,140,10,4,1,Default,10,,Berserk Fury [Passive],Fyreslayers - Library.cat#b1bf-7551-a8ec-80f
Vulkite Berzerkers with Fyresteel Weapons,Fyreslayers,Infantry,2,6,6,"INFANTRY,CHAMPION,ORDER,WARD (6+),FYRESLAYERS,DUARDIN,MUSICIAN (1/10)",Fyresteel Weapons,melee,2,4,3,1,1,,-,120,10,4,1,Default,10,,Whirlwind of Destruction [Passive],Fyreslayers - Library.cat#88f4-30cc-1cfd-b6fa
Vulkyn Flameseekers,Fyreslayers,Infantry,2,5,6,"INFANTRY,ORDER,CHAMPION (1/9),WARD (6+),FYRESLAYERS,DUARDIN",Vulkyn Weapons,melee,3,3,3,1,1,,Anti-**^^Monster^^** (+1 Rend),150,9,4,1,Default,8,,Drothmasters [Activated · Any Combat Phase],Fyreslayers - Library.cat#f6d4-e62b-c0a9-ba01
Vulkyn Flameseekers,Fyreslayers,Infantry,2,5,6,"INFANTRY,ORDER,CHAMPION (1/9),WARD (6+),FYRESLAYERS,DUARDIN",Emberteeth,melee,1,3,3,0,2,,"Crit (Mortal), Companion",150,9,4,1,Default,1,,Drothmasters [Activated · Any Combat Phase],Fyreslayers - Library.cat#f6d4-e62b-c0a9-ba01
Zharrgron Flame-spitter,Fyreslayers,,1,6,6,"WARD (6+),MANIFESTATION,INVOCATION,ORDER,FYRESLAYERS",Magma Blast,ranged,8,4,3,1,1,18,Crit (2 Hits),,1,,,,,,Magma Blast [Passive],Fyreslayers - Library.cat#f214-324b-6674-cf4
Aleguzzler Gargant,Gloomspite Gitz,,12,5,,"GLOOMSPITE GITZ,DESTRUCTION,MONSTER",’Eadbutt,melee,1,4,2,2,4,,-,150,1,8,10,Default,1,,"Timberrrrr! [Passive] | Stuff 'Em in Me Bag [Activated · Once Per Turn, Any Combat Phase]",Gloomspite Gitz - Library.cat#6774-35c0-997e-89c4
Aleguzzler Gargant,Gloomspite Gitz,,12,5,,"GLOOMSPITE GITZ,DESTRUCTION,MONSTER",Massive Club,melee,4,4,2,1,2,,-,150,1,8,10,Default,1,,"Timberrrrr! [Passive] | Stuff 'Em in Me Bag [Activated · Once Per Turn, Any Combat Phase]",Gloomspite Gitz - Library.cat#6774-35c0-997e-89c4
Aleguzzler Gargant,Gloomspite Gitz,,12,5,,"GLOOMSPITE GITZ,DESTRUCTION,MONSTER",Mighty Kick,melee,1,4,2,2,2,,-,150,1,8,10,Default,1,,"Timberrrrr! [Passive] | Stuff 'Em in Me Bag [Activated · Once Per Turn, Any Combat Phase]",Gloomspite Gitz - Library.cat#6774-35c0-997e-89c4
Aleguzzler Gargant,Gloomspite Gitz,,12,5,,"GLOOMSPITE GITZ,DESTRUCTION,MONSTER",Throwin’ Rocks,ranged,1,5,2,2,2,12,-,150,1,8,10,Default,1,,"Timberrrrr! [Passive] | Stuff 'Em in Me Bag [Activated · Once Per Turn, Any Combat Phase]",Gloomspite Gitz - Library.cat#6774-35c0-997e-89c4
Arachnarok Spider with Flinger,Gloomspite Gitz,Monster,14,4,,"DESTRUCTION,GLOOMSPITE GITZ,SPIDERFANG,MONSTER,ARACHNAROK",Monstrous Spider Fangs,melee,4,3,2,1,3,,"Crit (Mortal), Companion",210,1,10,5,Default,1,,"Flinger [Passive] | Beast-binding Webbing [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Gloomspite Gitz - Library.cat#4b3e-a354-5e97-9d5a
Arachnarok Spider with Flinger,Gloomspite Gitz,Monster,14,4,,"DESTRUCTION,GLOOMSPITE GITZ,SPIDERFANG,MONSTER,ARACHNAROK",Chitinous Legs,melee,8,4,2,1,1,,Companion,210,1,10,5,Default,1,,"Flinger [Passive] | Beast-binding Webbing [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Gloomspite Gitz - Library.cat#4b3e-a354-5e97-9d5a
Arachnarok Spider with Flinger,Gloomspite Gitz,Monster,14,4,,"DESTRUCTION,GLOOMSPITE GITZ,SPIDERFANG,MONSTER,ARACHNAROK",Crooked Spears,melee,10,4,5,0,1,,-,210,1,10,5,Default,1,,"Flinger [Passive] | Beast-binding Webbing [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Gloomspite Gitz - Library.cat#4b3e-a354-5e97-9d5a
Arachnarok Spider with Flinger,Gloomspite Gitz,Monster,14,4,,"DESTRUCTION,GLOOMSPITE GITZ,SPIDERFANG,MONSTER,ARACHNAROK",Spider-bows,ranged,10,4,5,0,1,18,-,210,1,10,5,Default,1,,"Flinger [Passive] | Beast-binding Webbing [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Gloomspite Gitz - Library.cat#4b3e-a354-5e97-9d5a
Arachnarok Spider with Flinger,Gloomspite Gitz,Monster,14,4,,"DESTRUCTION,GLOOMSPITE GITZ,SPIDERFANG,MONSTER,ARACHNAROK",Flinger,ranged,2,4,3,0,1,24,Crit (2 Hits),210,1,10,5,Default,1,,"Flinger [Passive] | Beast-binding Webbing [Activated · Once Per Turn (Army), Any Combat Phase · Rampage]",Gloomspite Gitz - Library.cat#4b3e-a354-5e97-9d5a
Arachnarok Spider with Spiderfang Warparty,Gloomspite Gitz,Monster,16,4,,"DESTRUCTION,GLOOMSPITE GITZ,SPIDERFANG,MONSTER,ARACHNAROK",Spider-bows,ranged,10,4,5,0,1,18,-,200,1,10,10,Default,1,,"Battle Damaged [Passive] | Voracious Predator [Activated · Once Per Turn (Army), Any Charge Phase · Rampage]",Gloomspite Gitz - Library.cat#fb01-3fb7-ecf9-f5ec
Arachnarok Spider with Spiderfang Warparty,Gloomspite Gitz,Monster,16,4,,"DESTRUCTION,GLOOMSPITE GITZ,SPIDERFANG,MONSTER,ARACHNAROK",Crooked Spears,melee,10,5,4,0,1,,-,200,1,10,10,Default,1,,"Battle Damaged [Passive] | Voracious Predator [Activated · Once Per Turn (Army), Any Charge Phase · Rampage]",Gloomspite Gitz - Library.cat#fb01-3fb7-ecf9-f5ec
Arachnarok Spider with Spiderfang Warparty,Gloomspite Gitz,Monster,16,4,,"DESTRUCTION,GLOOMSPITE GITZ,SPIDERFANG,MONSTER,ARACHNAROK",Monstrous Spider Fangs,melee,4,3,2,1,3,,"Crit (Mortal), Companion",200,1,10,10,Default,1,,"Battle Damaged [Passive] | Voracious Predator [Activated · Once Per Turn (Army), Any Charge Phase · Rampage]",Gloomspite Gitz - Library.cat#fb01-3fb7-ecf9-f5ec
Arachnarok Spider with Spiderfang Warparty,Gloomspite Gitz,Monster,16,4,,"DESTRUCTION,GLOOMSPITE GITZ,SPIDERFANG,MONSTER,ARACHNAROK",Chitinous Legs,melee,8,4,2,1,1,,Companion,200,1,10,10,Default,1,,"Battle Damaged [Passive] | Voracious Predator [Activated · Once Per Turn (Army), Any Charge Phase · Rampage]",Gloomspite Gitz - Library.cat#fb01-3fb7-ecf9-f5ec
Boingrot Bounderz,Gloomspite Gitz,Cavalry,2,5,,"CAVALRY,CHAMPION,DESTRUCTION,GLOOMSPITE GITZ,SQUIG,MOONCLAN,FLY",Fang-filled Gob,melee,3,4,3,1,1,,Companion,120,5,9,1,Default,5,,Boing! Smash! [Activated · Any Charge Phase],Gloomspite Gitz - Library.cat#2e50-954-9c1-37cb
Boingrot Bounderz,Gloomspite Gitz,Cavalry,2,5,,"CAVALRY,CHAMPION,DESTRUCTION,GLOOMSPITE GITZ,SQUIG,MOONCLAN,FLY",Pokin’ Lance,melee,3,4,4,1,1,,Charge (+1 Damage),120,5,9,1,Default,5,,Boing! Smash! [Activated · Any Charge Phase],Gloomspite Gitz - Library.cat#2e50-954-9c1-37cb
Borgit's Beastgrabbaz,Gloomspite Gitz,,2,6,,"UNIQUE,CHAMPION,DESTRUCTION,GLOOMSPITE GITZ,INFANTRY,MOONCLAN",Borgit's Stabba,melee,5,4,4,1,2,,"Anti-**^^Beast^^** (+1 Rend), Anti-**^^Monster^^** (+1 Rend)",90,5,5,1,Default,1,,"Borgit's Masterplan [Activated · Once Per Battle, Any Combat Phase] | Uglug the Troggoth [Passive]",Gloomspite Gitz - Library.cat#e15b-2f63-bd45-3159
Borgit's Beastgrabbaz,Gloomspite Gitz,,2,6,,"UNIQUE,CHAMPION,DESTRUCTION,GLOOMSPITE GITZ,INFANTRY,MOONCLAN",Beastgrabba Weapons,melee,2,4,5,0,1,,"Anti-**^^Beast^^** (+1 Rend), Anti-**^^Monster^^** (+1 Rend)",90,5,5,1,Default,3,,"Borgit's Masterplan [Activated · Once Per Battle, Any Combat Phase] | Uglug the Troggoth [Passive]",Gloomspite Gitz - Library.cat#e15b-2f63-bd45-3159
Borgit's Beastgrabbaz,Gloomspite Gitz,,2,6,,"UNIQUE,CHAMPION,DESTRUCTION,GLOOMSPITE GITZ,INFANTRY,MOONCLAN",Troggoth Fists,melee,4,4,3,0,2,,"Anti-**^^Beast^^** (+1 Rend), Anti-**^^Monster^^** (+1 Rend)",90,5,5,1,Default,1,,"Borgit's Masterplan [Activated · Once Per Battle, Any Combat Phase] | Uglug the Troggoth [Passive]",Gloomspite Gitz - Library.cat#e15b-2f63-bd45-3159
Dankhold Troggboss,Gloomspite Gitz,Monster Hero,12,4,,"HERO,MONSTER,DESTRUCTION,GLOOMSPITE GITZ,TROGGOTH",Boulder Club,melee,5,4,2,2,3,,-,200,1,6,5,Default,1,,"Shepherd of Destruction [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Magical Resistance [Activated · Reaction: Opponent declared a Spell ability] | Greater Regeneration [Activated · Start of Any Turn]",Gloomspite Gitz - Library.cat#c1d2-33ca-c5f3-56af
Dankhold Troggoth,Gloomspite Gitz,Monster,10,4,,"MONSTER,DESTRUCTION,GLOOMSPITE GITZ,TROGGOTH",Colossal Boulder Club,melee,4,4,2,2,4,,-,140,1,6,5,Default,1,,"Wade and Smash [Activated · Once Per Turn (Army), Any Combat Phase · Rampage] | Magical Resistance [Activated · Reaction: Opponent declared a Spell ability] | Regeneration [Activated · Start of Any Turn]",Gloomspite Gitz - Library.cat#9be3-6dc9-3f14-4553
