id,unit_name,army,category,troop_type,points,points_per_model,min_models,M,WS,BS,S,T,W,I,A,Ld,armour,shield,ward,regeneration,weapon,weapon_S,weapon_AP,weapon_rules,armour_bane,cleaving_blow,poisoned,requires_two_hands,fight_in_extra_rank,extra_attacks,horde,stubborn,unbreakable,unstable,indomitable,hatred,frenzy,named,mounts,special_rules
winged-warsphinx,Winged Warsphinx,Tomb Kings of Khemri,special,Behemoth,180,180,1,6,4,0,5,6,5,1,4,8,5,,,6,Wicked Claws,S,-2,,,,,,,,,,yes,yes,2,,,,,"Close Order, Counter Charge, Fly (9), Indomitable (2), Large Target, Nehekharan Undead, Regeneration (6+), Stomp Attacks (D3), Swiftstride, Terror"
necrolith-colossus,Necrolith Colossus,Tomb Kings of Khemri,special,Behemoth,160,160,1,6,3,2,6,6,5,1,4,8,5,,,6,Paired Great Khopeshes,S,-2,"Killing Blow, Requires Two Hands",,,,yes,,,,,yes,yes,2,,,,,"Close Order, Indomitable (2), Large Target, Nehekharan Undead, Regeneration (6+), Stomp Attacks (D3), Terror, Timmm-berrr!, Unstoppable Assault"
necrosphinx,Necrosphinx,Tomb Kings of Khemri,special,Behemoth,195,195,1,6,4,0,5,6,6,1,5,8,5,,,5,Cleaving Blades,S,-1,Killing Blow,,,,,,,,,yes,yes,2,,,,,"Close Order, Fly (9), Indomitable (2), Large Target, Nehekharan Undead, Regeneration (5+), Stomp Attacks (D3+2), Swiftstride, Terror"
screaming-skull-catapult,Screaming Skull Catapult,Tomb Kings of Khemri,rare,War Machine,105,105,1,,2,2,3,6,3,2,3,5,6,,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,1,,,,,"Dry as Dust, Indomitable (1), Nehekharan Undead, Regeneration (6+), Skirmishers"
casket-of-souls,Casket of Souls,Tomb Kings of Khemri,rare,War Machine,135,135,1,,3,3,3,6,4,3,4,8,6,,,5,Great Weapon,S+2,-2,"Armour Bane (1), Requires Two Hands, Strike Last",1,,,yes,,,,,yes,yes,2,,,,,"Cleaving Blow, Covenant of Power, Dry as Dust, Immovable Object, Indomitable (2), Nehekharan Undead, Regeneration (5+), Skirmishers, Unbound Spirits, Vortex of Souls"
vampire-count,Vampire Count,Vampire Counts,characters,Regular Infantry,160,160,1,6,7,5,5,5,3,6,4,8,,,,5,Hand Weapon,S,0,,,,,,,,,,yes,yes,2,,,,,"Dark Vitality {renegade}, Flammable, Indomitable (2), Lore of Undeath {renegade}, Necromantic Undead, Regeneration (5+)"
vampire-thrall,Vampire Thrall,Vampire Counts,characters,Regular Infantry,75,75,1,6,6,4,5,4,2,5,3,7,,,,5,Hand Weapon,S,0,,,,,,,,,,yes,yes,1,,,,,"Banner of the Count, Dark Vitality {renegade}, Flammable, Indomitable (1), Lore of Undeath {renegade}, Necromantic Undead, Regeneration (5+)"
master-necromancer,Master Necromancer,Vampire Counts,characters,Regular Infantry,130,130,1,4,3,3,3,4,3,3,2,8,,,,5,Hand Weapon,S,0,,,,,,,,,,yes,yes,1,,,,,"Dark Vitality {renegade}, Indomitable (1), Invocation of Nehek, Lore of Undeath {renegade}, Necromantic Undead, Regeneration (5+)"
necromantic-acolyte,Necromantic Acolyte,Vampire Counts,characters,Regular Infantry,60,60,1,4,3,3,3,3,2,3,1,7,,,,5,Hand Weapon,S,0,,,,,,,,,,yes,yes,1,,,,,"Level 1 (or 2) Wizard, Dark Vitality, Indomitable (1), Invocation of Nehek, Lore of Undeath, Necromantic Undead, Regeneration (5+)"
strigoi-ghoul-king,Strigoi Ghoul King,Vampire Counts,characters,Regular Infantry,145,145,1,6,6,3,5,5,3,7,5,8,,,,5,Hand Weapon,S,0,,,,yes,,,,,,yes,yes,1,yes,,,,"Dark Vitality {renegade}, Flammable, Hatred (all enemies), Indomitable (1), Lore of Undeath {renegade}, Necromantic Undead, Poisoned Attacks, Regeneration (5+), the Hunger"
cairn-wraith,Cairn Wraith,Vampire Counts,characters,Regular Infantry,50,50,1,6,4,0,3,3,3,2,2,6,,,,6,Spectral Scythe (Cairn Wraith),S,0,"Magical Attacks, Multiple Wounds (D3)",,,,,,,,,yes,yes,1,,,,,"Ethereal, Indomitable (1), Necromantic Undead, Regeneration (6+), Terror"
wight-king,Wight King,Vampire Counts,characters,Regular Infantry,85,85,1,4,5,0,5,5,3,4,3,9,5,,,5,Hand Weapon,S,0,,,,,,,,,,yes,yes,1,,,,,"Indomitable (1), Killing Blow, Necromantic Undead, Regeneration (5+)"
wight-lord,Wight Lord,Vampire Counts,characters,Regular Infantry,40,40,1,4,4,0,4,5,2,4,2,8,5,,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,,,,,,"Killing Blow, Necromantic Undead, Regeneration (6+), Wight Banner"
tomb-banshee,Tomb Banshee,Vampire Counts,characters,Regular Infantry,90,90,1,6,3,0,3,3,2,3,1,6,,,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,1,,,,,"Ethereal, Indomitable (1), Magical Attacks, Necromantic Undead, Regeneration (6+), Terror, Wailing Dirge"
skeleton-warriors-vampire-counts,Skeleton Warriors,Vampire Counts,core,Regular Infantry,50,5,10,4,2,2,3,3,1,2,1,5,6,yes,,6,Hand Weapon,S,0,,,,,,,,yes,,yes,yes,,,,,,"Close Order, Horde, Necromantic Undead, Regeneration (6+)"
zombies,Zombies,Vampire Counts,core,Regular Infantry,60,3,20,4,2,0,3,3,1,1,1,2,,,,6,Hand Weapon,S,0,,,,,,,,yes,,yes,yes,,,,,,"Close Order, Horde, Necromantic Undead, Regeneration (6+), the Newly Dead"
crypt-ghouls,Crypt Ghouls,Vampire Counts,core,Regular Infantry,90,9,10,5,3,3,3,4,1,3,2,5,,,,6,Hand Weapon,S,0,,,,yes,,,,,,yes,yes,,,,,,"Move Through Cover, Necromantic Undead, Open Order, Poisoned Attacks, Regeneration (6+), Reserve Move, Skirmishers"
bat-swarms,Bat Swarms,Vampire Counts,core,Swarm,117,39,3,1,3,0,2,2,5,4,5,3,,,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,,,,,,"Fly (7), Necromantic Undead, Regeneration (6+), Skirmishers"
dire-wolves,Dire Wolves,Vampire Counts,core,War Beast,40,8,5,9,3,0,3,3,1,3,1,3,,,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,,,,,,"Necromantic Undead, Open Order, Regeneration (6+), Reserve Move, Slavering Charge, Swiftstride, Vanguard"
grave-guard,Grave Guard,Vampire Counts,core,Heavy Infantry,110,11,10,4,3,3,4,4,1,3,1,7,5,,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,1,,,,,"Cleaving Blow, Close Order, Indomitable (1), Necromantic Undead, Regeneration (6+)"
black-knights,Black Knights,Vampire Counts,core,Heavy Cavalry,120,24,5,,3,0,4,4,1,3,1,6,5,yes,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,,,,,WS2 S3 I2 A1,"Cleaving Blow (Black Knights & Hell Knight only), Close Order, First Charge, Necromantic Undead, Regeneration (6+), Swiftstride"
corpse-cart,Corpse Cart,Vampire Counts,core,Heavy Chariot,60,60,1,,3,0,3,4,4,3,1,5,,,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,1,,,,,"Close Order, Dark Vitality {renegade}, First Charge, Impact Hits (D3+1), Indomitable (1), Necromantic Undead, Random Attacks (The Restless Dead only), Regeneration (6+), Vigor Mortis {renegade}"
crypt-horrors,Crypt Horrors,Vampire Counts,special,Monstrous Infantry,138,46,3,6,3,0,4,5,3,2,3,5,,,,6,Filth-Encrusted Claws,S,-1,Poisoned Attacks,,,yes,,,,,,yes,yes,1,,,,,"Indomitable (1), Move Through Cover, Necromantic Undead, Open Order, Regeneration (6+), Stomp Attacks (1)"
fell-bats,Fell Bats,Vampire Counts,special,Monstrous Infantry,45,15,3,1,3,0,3,3,2,3,2,3,,,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,,,,,,"Fly (10), Necromantic Undead, Regeneration (6+), Skirmishers, Swiftstride"
spirit-hosts,Spirit Hosts,Vampire Counts,special,Swarm,147,49,3,6,3,0,3,3,4,1,4,4,,,,6,Hand Weapon,S,0,,,,,,,,,,yes,yes,,,,,,"Bound Spirits, Ethereal, Magical Attacks, Necromantic Undead, Open Order, Regeneration (6+), Reserve Move"
vargheists,Vargheists,Vampire Counts,special,Monstrous Infantry,183,61,3,6,4,0,5,4,3,4,3,7,,,,6,Wicked Claws,S,-2,,,,,,,,,,yes,yes,1,,yes,,,"Armour Bane (2), Dark Vitality {renegade}, Flammable, Fly (9), Frenzy, Indomitable (1), Necromantic Undead, Regeneration (6+), Skirmishers"
terrorgheist,Terrorgheist,Vampire Counts,special,Behemoth,205,205,1,6,3,0,5,6,6,3,4,4,6,,,5,Filth-Encrusted Talons,S,-1,"Armour Bane (1), Poisoned Attacks",1,,yes,,,,,,yes,yes,1,,,,,"Close Order, Fly (9), Indomitable (1), Infested, Large Target, Necromantic Undead, Regeneration (5+), Stomp Attacks (D6), Swiftstride, Terror, Wailing Dirge {renegade}"
varghulf,Varghulf,Vampire Counts,special,Monstrous Creature,110,110,1,8,5,0,5,5,4,4,4,4,5,,,5,Wicked Claws,S,-2,,,,,,,,,,yes,yes,1,,,,,"Bestial Fury, Close Order, Counter Charge, Dark Vitality {renegade}, Flammable, Indomitable (1), Necromantic Undead, Regeneration (5+), Swiftstride, Terror, The Hunger {renegade}"
blood-knights,Blood Knights,Vampire Counts,special,Heavy Cavalry,156,39,4,,5,3,4,4,1,4,2,7,4,yes,,6,Lance,S+2,-2,Armour Bane (1),1,,,,,,,,yes,yes,1,,,,WS3 S4 I2 A1,"Accursed Weapons {renegade}, Close Order, Counter Charge, Dark Vitality {renegade}, First Charge, Flammable, Indomitable (1), Martial Pride, Necromantic Undead, Regeneration (6+), Swiftstride"
black-coach,Black Coach,Vampire Counts,rare,Heavy Chariot,205,205,1,,3,0,3,6,4,2,2,5,,,,6,Spectral Scythe (Black Coach),S,0,Magical Attacks,,,,,,,,,yes,yes,1,,,,WS3 S4 I2 A1,"Close Order, First Charge, Impact Hits (D6+2), Indomitable (1), Magical Attacks, Necromantic Undead, Regeneration (6+), Spectral Coach, Terror"
hexwraiths,Hexwraiths,Vampire Counts,rare,Light Cavalry,155,31,5,,3,0,3,3,1,2,1,5,,,,6,Great Weapon,S+2,-2,"Armour Bane (1), Requires Two Hands, Strike Last",1,,,yes,,,,,yes,yes,,,,,WS2 S3 I2 A1,"Ethereal, Flaming Attacks, Fly (8), Magical Attacks, Necromantic Undead, Open Order, Regeneration (6+), Spectral Reapers, Swiftstride, Terror"
galrauch,Galrauch,Warriors of Chaos,characters,Behemoth,465,465,1,6,6,3,6,6,6,4,6,9,3,,,5,Wicked Claws,S,-2,,,,,,,,,,,,,,,yes,,"Armoured Hide (1), Breath of Change, Close Order, Fly (10), Large Target, Mark of Tzeentch, Regeneration (5+), Spirit of Galrauch, Stomp Attacks (D6), Swiftstride, Terror, Two-headed Dragon"
daemon-prince-warriors-of-chaos,Daemon Prince,Warriors of Chaos,characters,Monstrous Creature,215,215,1,6,7,5,6,5,5,7,5,9,6,,,5,Hand Weapon,S,0,,,,,,,,,,yes,yes,,,,,,"Chaos Armour {warriors of chaos} (4+), Ensorcelled Weapons, Fear, Gaze of the Gods, Immune to Psychology, Lore of Chaos, Regeneration (5+), Unbreakable, Unstable, Warp-spawned, Stomp Attacks (D3+1)"
chaos-lord,Chaos Lord,Warriors of Chaos,characters,Heavy Infantry,195,195,1,4,7,3,5,5,4,6,5,9,4,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Chaos Armour {warriors of chaos} (5+), Ensorcelled Weapons, Gaze of the Gods, Rallying Cry"
sorcerer-lord,Sorcerer Lord,Warriors of Chaos,characters,Heavy Infantry,195,195,1,4,5,3,4,4,3,4,3,8,5,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Chaos Armour {warriors of chaos} (5+), Ensorcelled Weapons, Gaze of the Gods, Lore of Chaos"
great-bray-shaman,Great Bray-Shaman,Warriors of Chaos,characters,Regular Infantry,150,150,1,5,5,3,4,5,3,4,2,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Braystaff, Gaze of the Gods, Lore of Beasts, Mark of Chaos Undivided, Primal Fury, Warband"
gorebull,Gorebull,Warriors of Chaos,characters,Monstrous Infantry,130,130,1,6,5,3,5,5,4,4,4,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Armour Bane (1), Blood Greed, Blood Rage, Bull-gors, Fear, Foe Render, Gaze of the Gods, Impact Hits (1), Mark of Chaos Undivided, Primal Fury, Slaughterer's Call, Warband"
exalted-champion,Exalted Champion,Warriors of Chaos,characters,Heavy Infantry,125,125,1,4,6,3,5,4,3,5,4,8,5,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Chaos Armour {warriors of chaos} (5+), Ensorcelled Weapons, Gaze of the Gods, Rallying Cry"
exalted-sorcerer,Exalted Sorcerer,Warriors of Chaos,characters,Heavy Infantry,90,90,1,4,4,3,4,4,2,3,2,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Chaos Armour {warriors of chaos} (5+), Ensorcelled Weapons, Gaze of the Gods, Lore of Chaos"
aspiring-champion,Aspiring Champion,Warriors of Chaos,characters,Heavy Infantry,70,70,1,4,5,3,4,4,2,4,3,8,5,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Chaos Armour {warriors of chaos} (5+), Ensorcelled Weapons, Gaze of the Gods, Rallying Cry"
marauder-tribe-chieftain,Marauder Tribe Chieftain,Warriors of Chaos,characters,Regular Infantry,65,65,1,4,5,3,4,4,2,4,3,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Ambushers, Chaos Armour {warriors of chaos} (6+), Gaze of the Gods, Mark of Chaos Undivided, Rallying Cry, Warband"
frydaal-the-chainmaker,Frydaal the Chainmaker,Warriors of Chaos,characters,Heavy Infantry,235,235,1,4,6,3,5,4,3,5,4,9,4,yes,,,Hand Weapon,S,0,,,,,,,,,,,,,,,yes,,"Ambushers, Chainmaker, Chaos Armour {warriors of chaos} (5+), Commander & Captain, Ensorcelled Weapons, Gaze of the Gods, Impact Hits (1), Mark of Chaos Undivided, Peerless Raider, Rallying Cry"
beastlord,Beastlord,Warriors of Chaos,characters,Heavy Infantry,115,115,1,5,6,3,5,5,3,5,4,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Blood Rage, Brayhorn (General Only), Foe Render, Gaze of the Gods, Mark of Chaos Undivided, Primal Fury, Warband"
wargor,Wargor,Warriors of Chaos,characters,Heavy Infantry,55,55,1,5,5,3,4,5,2,4,3,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Blood Rage, Brayhorn (General Only), Foe Render, Gaze of the Gods, Mark of Chaos Undivided, Primal Fury, Warband"
bray-shaman,Bray-Shaman,Warriors of Chaos,characters,Regular Infantry,65,65,1,5,4,3,3,4,2,3,1,7,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Braystaff, Gaze of the Gods, Lore of Beasts, Mark of Chaos Undivided, Primal Fury, Warband"
chaos-warriors,Chaos Warriors,Warriors of Chaos,core,Heavy Infantry,65,13,5,4,5,3,4,4,1,4,1,8,5,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Close Order, Ensorcelled Weapons, Chaos Armour (6+), Furious Charge"
chaos-knights,Chaos Knights,Warriors of Chaos,core,Heavy Cavalry,108,27,4,,5,3,4,4,1,4,1,8,4,yes,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S4 I3 A1,"Close Order, Ensorcelled Weapons, First Charge, Swiftstride, Counter Charge, Chaos Armour (6+)"
chaos-marauders,Chaos Marauders,Warriors of Chaos,core,Regular Infantry,30,6,5,4,4,3,3,3,1,3,1,6,6,,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Horde, Mark of Chaos Undivided, Shieldwall, Warband"
marauder-horsemen,Marauder Horsemen,Warriors of Chaos,core,Light Cavalry,60,12,5,,4,3,3,3,1,3,1,6,6,yes,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S3 I3 A1,"Fast Cavalry, Fire & Flee, Mark of Chaos Undivided, Swiftstride, Warband"
chaos-warhounds,Chaos Warhounds,Warriors of Chaos,core,War Beast,30,6,5,7,4,0,3,3,1,3,1,6,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Loner, Move Through Cover, Open Order, Swiftstride"
forsaken,Forsaken,Warriors of Chaos,core,Heavy Infantry,95,19,5,5,4,0,4,4,1,3,,8,5,,,,Hand Weapon,S,0,,,,,,,,,yes,,,,,,,,"Chaos Armour {warriors of chaos} (5+), Ensorcelled Weapons, Furious Charge, Immune to Psychology, Impetuous, Loner, Open Order, Rampant Mutation, Random Attacks, Stubborn"
marauder-tribe-berserkers,Marauder Tribe Berserkers,Warriors of Chaos,core,Regular Infantry,40,8,5,5,4,3,3,4,1,3,1,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,yes,,,"Frenzy, Mark of Chaos Undivided, Move Through Cover, Open Order, Relentless Warriors, Skirmishers, Warband"
chaos-chariot,Chaos Chariot,Warriors of Chaos,core,Heavy Chariot,110,110,1,,5,3,4,5,4,4,1,8,,,,,Halberd,S+1,0,"Armour Bane (1), Requires Two Hands",1,,,yes,,,,,,,,,,,WS3 S4 I3 A1,"Close Order, Ensorcelled Weapons, First Charge, Impact Hits (D6+1)"
gor-herd,Gor Herd,Warriors of Chaos,core,Regular Infantry,35,7,5,5,4,2,3,4,1,3,1,6,,,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Bestial Charge, Blood Rage, Horde, Mark of Chaos Undivided, Move Through Cover, Open Order, Primal Fury, Skirmishers, Warband, Furious Charge"
ungor-herd,Ungor Herd,Warriors of Chaos,core,Regular Infantry,50,5,10,5,3,3,3,3,1,3,1,5,,yes,,,Hand Weapon,S,0,,,,,,,,yes,,,,,,,,,"Chariot Runners, Horde, Mark of Chaos Undivided, Move Through Cover, Open Order, Primal Fury, Skirmishers, Warband"
bestigor-herd,Bestigor Herd,Warriors of Chaos,core,Heavy Infantry,65,13,5,5,4,3,4,4,1,4,1,7,5,,,,Great Weapon,S+2,-2,"Armour Bane (1), Requires Two Hands, Strike Last",1,,,yes,,,,,,,,,,,,"Blood Rage, Close Order, Mark of Chaos Undivided, Primal Fury, Warband"
chosen-chaos-warriors,Chosen Chaos Warriors,Warriors of Chaos,special,Heavy Infantry,85,17,5,4,5,3,4,4,1,4,2,9,5,,,,Hand Weapon,S,0,,,,,,,,,yes,,,,,,,,"Chaos Armour {warriors of chaos} (6+), Close Order, Ensorcelled Weapons, Stubborn, Furious Charge"
chosen-chaos-knights,Chosen Chaos Knights,Warriors of Chaos,special,Heavy Cavalry,108,36,3,,5,3,4,4,1,4,2,9,4,yes,,,Hand Weapon,S,0,,,,,,,,,yes,,,,,,,WS3 S4 I3 A1,"Chaos Armour {warriors of chaos} (6+), Close Order, Counter Charge, Ensorcelled Weapons, First Charge, Stubborn, Swiftstride"
chosen-chaos-chariot,Chosen Chaos Chariot,Warriors of Chaos,special,Heavy Chariot,140,140,1,,5,3,4,5,4,4,2,9,,,,,Halberd,S+1,0,"Armour Bane (1), Requires Two Hands",1,,,yes,,,,,,,,,,,WS3 S4 I3 A1,"Close Order, Counter Charge, Ensorcelled Weapons, First Charge, Impact Hits (D6+1 - Chariot only), Mark of Chaos Undivided"
chaos-ogres,Chaos Ogres,Warriors of Chaos,special,Monstrous Infantry,93,31,3,6,3,2,4,4,3,2,3,7,5,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Armour Bane (1), Close Order, Fear, Impact Hits (1), Ogre Charge"
chaos-trolls,Chaos Trolls,Warriors of Chaos,special,Monstrous Infantry,39,39,1,6,3,1,5,4,3,2,3,6,6,,,5,Troll Vomit,3,-2,,,,,,,,,,,,,,,,,"Armour Bane (1), Close Order, Fear, Flammable, Regeneration (5+), Stupidity, Motley Crew"
chaos-spawn,Chaos Spawn,Warriors of Chaos,special,Monstrous Infantry,50,50,1,,3,0,4,5,3,3,,10,5,,,,Hand Weapon,S,0,,,,,,,,,,yes,,,,,,,"Armour Bane (2), Fear, Immune to Psychology, Open Order, Random Attacks, Random Movement, Stomp Attacks (1), Unbreakable"
dragon-ogres,Dragon Ogres,Warriors of Chaos,special,Monstrous Cavalry,118,59,2,7,4,2,5,4,4,2,3,8,4,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Armour Bane (1), Armoured Hide (2), Close Order, Fear, Ensorcelled Weapons, Immune to Psychology, Stomp Attacks (2), The Quickening Storm"
chimera,Chimera,Warriors of Chaos,special,Monstrous Creature,170,170,1,6,4,0,6,5,5,3,6,5,5,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Armour Bane (2 - Claws and fangs only), Close Order, Fly (10), Large Target, Stomp Attacks (D3), Swiftstride, Terror"
skin-wolves,Skin Wolves,Warriors of Chaos,special,Monstrous Infantry,90,45,2,7,5,,4,4,3,4,3,7,,,,5,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Blood Rage, Mark of Chaos Undivided, Open Order, Primal Fury, Regeneration (5+), Skirmishers, Swiftstride, Warped Form, Fear"
marauder-tribe-huscarls,Marauder Tribe Huscarls,Warriors of Chaos,special,Light Cavalry,90,18,5,4,4,3,3,4,1,3,1,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,WS3 S3 I3 A1,"Close Order, Counter Charge, Furious Charge, Mark of Chaos Undivided, Swiftstride, Warband"
gorebeast-chariot,Gorebeast Chariot,Warriors of Chaos,rare,Heavy Chariot,135,135,1,,5,3,4,5,4,4,1,8,,,,,Halberd,S+1,0,"Armour Bane (1), Requires Two Hands",1,,,yes,,,,,,,,,,,WS4 S5 I2 A3,"Armour Bane (1 - Gorebeast only), Close Order, Ensorcelled Weapons, First Charge, Impact Hits (D6+2), Killing Blow (Gorebeast only)"
chaos-giant,Chaos Giant,Warriors of Chaos,rare,Behemoth,200,200,1,6,3,1,6,7,6,2,,10,6,,,,Giant's Club,S,0,,,,,,,,,,yes,,,,,,,"Close Order, Giant Attacks, Immune to Psychology, Large Target, Pick Up And..., Stomp Attacks (D6), Terror, Timmm-berrr!, Unbreakable"
dragon-ogre-shaggoth,Dragon Ogre Shaggoth,Warriors of Chaos,rare,Monstrous Creature,225,225,1,7,6,2,6,5,6,4,5,9,4,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Armour Bane (2), Armoured Hide (2), Close Order, Ensorcelled Weapons, Immune to Psychology, Large Target, Stomp Attacks (D3+1), Storm Call {warriors}, Terror, The Quickening Storm"
hellcannon,Hellcannon,Warriors of Chaos,rare,Behemoth,215,215,1,3,4,3,5,6,5,1,5,4,,,,6,Hand Weapon,S,0,,,,,,,,,,yes,,,,,,WS4 S3 I2 A1,"Armour Bane (1), Caged Fury, Close Order, Ensorcelled Weapons, Immune to Psychology, Impact Hits (D6), Large Target, Monster Handlers, Regeneration (6+), Terror, Unbreakable, Warp-spawned"
gigantic-spawn-of-chaos,Gigantic Spawn of Chaos,Warriors of Chaos,rare,Behemoth,145,145,1,,3,0,6,6,6,3,,10,5,,,,Gnashing Maws,S,-2,Strike Last,,,,,,,,,yes,,,,,,,"Armour Bane (2), Close Order, First Charge, Immune to Psychology, Large Target, Random Attacks, Random Movement, Stomp Attacks (D6), Terror, Timmm-berrr!, Unbreakable"
warpfire-dragon,Warpfire Dragon,Warriors of Chaos,rare,Behemoth,375,375,1,6,6,0,6,6,6,3,5,8,4,,,5,Wicked Claws,S,-2,,,,,,,,,,,,,,,,,"Explosive Demise, Fire & Chaos, Fly (10), Large Target, Lore of Chaos, Magical Attacks, Magic Resistance (-2), Mark of Chaos Undivided, Regeneration (5+), Stomp Attacks (D6), Swiftstride, Terror, Warpfire Aura, Close Order"
minotaur-herd,Minotaur Herd,Warriors of Chaos,rare,Monstrous Infantry,88,44,2,6,4,3,5,4,3,3,3,7,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Blood Greed, Blood Rage, Bull-gors, Close Order, Fear, Foe Render, Impact Hits (1), Mark of Chaos Undivided, Motley Crew, Primal Fury, Warband"
cygor,Cygor,Warriors of Chaos,rare,Behemoth,215,215,1,7,2,1,6,6,6,3,4,8,6,,,,Hand Weapon,S,0,,,,,,,,,yes,,,,,,,,"Close Order, Ghostsight, Immune to Psychology, Large Target, Soul-eater, Stomp Attacks (D3), Stubborn, Terror, Timmm-berrr!"
ghorgon,Ghorgon,Warriors of Chaos,rare,Behemoth,245,245,1,7,4,0,6,7,6,4,5,9,6,,,6,Cleaver-limbs,S,-2,"Killing Blow, Monster Slayer",,,,,,,,yes,,,,,yes,,,"Blood Greed, Close Order, Frenzy, Large Target, Primal Fury, Regeneration (6+), Stomp Attacks (D3), Stubborn, Swallow Whole, Terror, Timmm-berrr!"
glade-lord,Glade Lord,Wood Elf Realms,characters,Regular Infantry,135,135,1,5,7,7,4,3,3,6,4,10,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"The Arrow of Kurnous, Evasive, Fire & Flee, Ignores Cover, Move Through Cover, Rallying Cry, Strike First"
glade-captain,Glade Captain,Wood Elf Realms,characters,Regular Infantry,70,70,1,5,6,6,4,3,2,5,3,9,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"The Arrow of Kurnous, Evasive, Fire & Flee, Ignores Cover, Move Through Cover, Rallying Cry, Strike First"
spellweaver,Spellweaver,Wood Elf Realms,characters,Regular Infantry,155,155,1,5,4,4,3,3,3,4,2,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Elven Reflexes, Lore of Athel Loren, Magical Attacks, Move Through Cover"
spellsinger,Spellsinger,Wood Elf Realms,characters,Regular Infantry,80,80,1,5,4,4,3,3,2,4,1,8,,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Elven Reflexes, Lore of Athel Loren, Magical Attacks, Move Through Cover"
shadowdancer,Shadowdancer,Wood Elf Realms,characters,Regular Infantry,85,85,1,5,8,6,4,3,2,7,3,8,,,,,Spear of Loec,S+1,-1,"Armour Bane (2), Killing Blow",2,,,,,,,,,,,,,,,"Evasive, Furious Charge, Immune to Psychology, Loner, Move Through Cover, Strike First, Talismanic Tattoos, Troubadour of Loec"
waystalker,Waystalker,Wood Elf Realms,characters,Regular Infantry,85,85,1,5,6,7,4,3,2,5,2,8,6,,,,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Elven Reflexes, Evasive, Feigned Flight, Fire & Flee, Hawk-eyed Archer, Ignores Cover, Move Through Cover, Scouts"
treemen-ancient,Treeman Ancient,Wood Elf Realms,characters,Behemoth,265,265,1,5,5,5,5,6,6,2,3,10,4,,,5,Oaken Fists,S,-2,,,,,,,,,yes,,,,,,,,"Close Order, Flammable, Immune to Psychology, Large Target, Lore of Athel Loren, Magical Attacks, Move Through Cover, Regeneration (5+), Stomp Attacks (D3), Stubborn, Terror, Timmm-berrr!, Tree Spirit, Tree Whack"
branchwraith,Branchwraith,Wood Elf Realms,characters,Regular Infantry,80,80,1,6,6,6,4,4,2,6,2,8,6,,,6,Hand Weapon,S,0,,,,,,,,,,,,,,,,,"Fear, Flammable, Immune to Psychology, Lore of Athel Loren, Magical Attacks, Move Through Cover, Regeneration (6+), Tree Spirit, Armour Bane (1), Furious Charge"
