unit_name,faction,shared_with,id,points,models,T,W,Sv,InSv,FNP,OC,move,keywords,model_groups,weapon_name,weapon_type,attacks,skill,S,AP,damage,weapon_models,abilities,notes
Defiler,Chaos - Thousand Sons,,f158-2979-c38b-65b5,300,1,11,18,3,5,,5,12.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Shearing claws - sweep,Melee,10,3,6,-2,1,1,,
Defiler,Chaos - Thousand Sons,,f158-2979-c38b-65b5,300,1,11,18,3,5,,5,12.0,"CHAOS, DAEMON, VEHICLE, WALKER",,➤ Heavy missile launcher - frag,Ranged,2D6,3,5,-1,1,1,Blast,
Defiler,Chaos - Thousand Sons,,f158-2979-c38b-65b5,300,1,11,18,3,5,,5,12.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Hades battle cannon,Ranged,D6+3,3,10,-1,3,1,Blast,
Defiler,Chaos - Thousand Sons,,f158-2979-c38b-65b5,300,1,11,18,3,5,,5,12.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Heavy baleflamer,Ranged,D6+3,2,7,-2,2,1,"Torrent, Ignores Cover",
Defiler,Chaos - Thousand Sons,,f158-2979-c38b-65b5,300,1,11,18,3,5,,5,12.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Excruciator cannon,Ranged,6,3,6,-2,2,2,,
Exalted Sorcerer,Chaos - Thousand Sons,,c3a6-8fab-45f0-2d45,95,1,4,5,3,4,,1,6.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Astral Blast,Ranged,D6,2,6,-2,D3,1,"Devastating Wounds, Blast",
Exalted Sorcerer,Chaos - Thousand Sons,,c3a6-8fab-45f0-2d45,95,1,4,5,3,4,,1,6.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Force weapon,Melee,4,3,6,-1,D3,1,,
Exalted Sorcerer,Chaos - Thousand Sons,,c3a6-8fab-45f0-2d45,95,1,4,5,3,4,,1,6.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Inferno bolt pistol,Ranged,1,2,4,-1,1,1,,
Exalted Sorcerer on Disc of Tzeentch,Chaos - Thousand Sons,,1724-8c9c-c385-16c6,90,1,4,6,3,4,,2,10.0,"CHAOS, CHARACTER, FLY, INFANTRY, MOUNTED, PSYKER",,Arcane Fire,Ranged,D6,2,6,-2,D3,1,"Torrent, Ignores Cover",
Exalted Sorcerer on Disc of Tzeentch,Chaos - Thousand Sons,,1724-8c9c-c385-16c6,90,1,4,6,3,4,,2,10.0,"CHAOS, CHARACTER, FLY, INFANTRY, MOUNTED, PSYKER",,Force weapon,Melee,4,3,6,-1,D3,1,,
Exalted Sorcerer on Disc of Tzeentch,Chaos - Thousand Sons,,1724-8c9c-c385-16c6,90,1,4,6,3,4,,2,10.0,"CHAOS, CHARACTER, FLY, INFANTRY, MOUNTED, PSYKER",,Inferno bolt pistol,Ranged,1,2,4,-1,1,1,,
Flamers,Chaos - Thousand Sons,,694f-a205-b260-783c,65,3,4,3,7,4,,1,9.0,"CHAOS, DAEMON, FLY, INFANTRY",,Flamer mouths,Melee,3,4,4,0,1,1,,
Flamers,Chaos - Thousand Sons,,694f-a205-b260-783c,65,3,4,3,7,4,,1,9.0,"CHAOS, DAEMON, FLY, INFANTRY",,Flickering flames,Ranged,D6,2,4,-1,1,1,"Torrent, Ignores Cover",
Flamers,Chaos - Thousand Sons,,694f-a205-b260-783c,65,3,4,3,7,4,,1,9.0,"CHAOS, DAEMON, FLY, INFANTRY",,Flamer mouths,Melee,3,4,4,0,1,2,,
Flamers,Chaos - Thousand Sons,,694f-a205-b260-783c,65,3,4,3,7,4,,1,9.0,"CHAOS, DAEMON, FLY, INFANTRY",,Flickering flames,Ranged,D6,2,4,-1,1,2,"Torrent, Ignores Cover",
Forgefiend,Chaos - Thousand Sons,,d2f1-7a0b-f7cd-9b46,135,1,10,12,3,5,,3,8.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Hades autocannon,Ranged,6,3,8,-2,2,2,,
Forgefiend,Chaos - Thousand Sons,,d2f1-7a0b-f7cd-9b46,135,1,10,12,3,5,,3,8.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Forgefiend jaws,Melee,5,3,7,0,2,1,,
Helbrute,Chaos - Thousand Sons,,5b9d-e3c1-3d55-8276,110,1,9,8,2,5,,3,8.0,"CHAOS, VEHICLE, WALKER",,Close combat weapon,Melee,5,3,6,0,1,1,,
Helbrute,Chaos - Thousand Sons,,5b9d-e3c1-3d55-8276,110,1,9,8,2,5,,3,8.0,"CHAOS, VEHICLE, WALKER",,➤ Missile launcher - frag,Ranged,D6,3,4,0,1,1,Blast,
Helbrute,Chaos - Thousand Sons,,5b9d-e3c1-3d55-8276,110,1,9,8,2,5,,3,8.0,"CHAOS, VEHICLE, WALKER",,Multi-melta,Ranged,2,3,9,-4,D6,1,Melta 2,
Heldrake,Chaos - Thousand Sons,,637a-d542-35aa-e95c,175,1,9,12,3,5,,0,12.0,"CHAOS, FLY, VEHICLE",,Heldrake claws,Melee,5,3,7,-1,2,1,"Devastating Wounds, Anti-Fly 2+",
Heldrake,Chaos - Thousand Sons,,637a-d542-35aa-e95c,175,1,9,12,3,5,,0,12.0,"CHAOS, FLY, VEHICLE",,Baleflamer,Ranged,D6+3,2,6,-2,2,1,"Torrent, Ignores Cover",
Infernal Master,Chaos - Thousand Sons,,1693-5e00-da69-57bb,100,1,4,4,3,5,,1,6.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,➤ Fires of the Abyss - witchfire,Ranged,D6,2,6,-2,1,1,Torrent,
Infernal Master,Chaos - Thousand Sons,,1693-5e00-da69-57bb,100,1,4,4,3,5,,1,6.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Force weapon,Melee,4,3,6,-1,D3,1,,
Infernal Master,Chaos - Thousand Sons,,1693-5e00-da69-57bb,100,1,4,4,3,5,,1,6.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Inferno bolt pistol,Ranged,1,2,4,-1,1,1,,
Kairos Fateweaver,Chaos - Thousand Sons,,8f70-9bec-9b83-216b,305,1,10,20,6,4,,5,12.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, FLY, MONSTER, PSYKER",,➤ Infernal Gateway - witchfire,Ranged,D6+3,2,9,-2,D3,1,Blast,
Kairos Fateweaver,Chaos - Thousand Sons,,8f70-9bec-9b83-216b,305,1,10,20,6,4,,5,12.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, FLY, MONSTER, PSYKER",,Staff of Tomorrow,Melee,5,3,8,-2,2D3,1,,
Lord of Change,Chaos - Thousand Sons,,c964-c75a-2a9d-e451,320,1,10,18,6,4,,5,12.0,"CHAOS, CHARACTER, DAEMON, FLY, MONSTER, PSYKER",,➤ Bolt of Change - witchfire,Ranged,9,2,9,-1,1,1,,
Lord of Change,Chaos - Thousand Sons,,c964-c75a-2a9d-e451,320,1,10,18,6,4,,5,12.0,"CHAOS, CHARACTER, DAEMON, FLY, MONSTER, PSYKER",,Staff of Tzeentch,Melee,5,3,6,-1,3,1,,
Magnus the Red,Chaos - Thousand Sons,,91dc-9aad-0505-52a8,455,1,11,16,2,4,,6,14.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, FLY, MONSTER, PSYKER",,Gaze of Magnus,Ranged,3D3,2,11,-2,3,1,Devastating Wounds,
Magnus the Red,Chaos - Thousand Sons,,91dc-9aad-0505-52a8,455,1,11,16,2,4,,6,14.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, FLY, MONSTER, PSYKER",,➤ Blade of Magnus - strike,Melee,7,2,16,-3,3,1,Devastating Wounds,
Magnus the Red,Chaos - Thousand Sons,,91dc-9aad-0505-52a8,455,1,11,16,2,4,,6,14.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, FLY, MONSTER, PSYKER",,Tzeentch's Firestorm,Ranged,D6+3,2,6,-1,2,1,"Blast, Ignores Cover",
Maulerfiend,Chaos - Thousand Sons,,f2aa-19fd-335a-09b3,120,1,10,12,3,5,,3,10.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Maulerfiend fists,Melee,6,3,14,-2,D6+1,1,,
Maulerfiend,Chaos - Thousand Sons,,f2aa-19fd-335a-09b3,120,1,10,12,3,5,,3,10.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Lasher tendrils,Melee,6,3,7,-1,1,1,,
Mutalith Vortex Beast,Chaos - Thousand Sons,,094c-c618-92c1-b394,170,1,10,13,4,5,,4,10.0,"CHAOS, MONSTER",,Betentacled maw,Melee,15,3,7,0,1,1,,
Mutalith Vortex Beast,Chaos - Thousand Sons,,094c-c618-92c1-b394,170,1,10,13,4,5,,4,10.0,"CHAOS, MONSTER",,Mutalith claws,Melee,5,3,10,-2,3,1,,
Mutalith Vortex Beast,Chaos - Thousand Sons,,094c-c618-92c1-b394,170,1,10,13,4,5,,4,10.0,"CHAOS, MONSTER",,➤ Warp vortex - blast,Ranged,D6+3,3,9,-2,2,1,Blast,
Pink Horrors,Chaos - Thousand Sons,,4c73-cbd1-f052-80c3,115,10,3,1,7,4,,1,6.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Coruscating pink flames,Ranged,2,3,4,-1,1,10,,
Pink Horrors,Chaos - Thousand Sons,,4c73-cbd1-f052-80c3,115,10,3,1,7,4,,1,6.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Pink claws,Melee,1,4,3,0,1,10,,
Pink Horrors,Chaos - Thousand Sons,,4c73-cbd1-f052-80c3,115,10,3,1,7,4,,1,6.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Blue claws (ref. only),Melee,1,5,3,0,1,10,,
Pink Horrors,Chaos - Thousand Sons,,4c73-cbd1-f052-80c3,115,10,3,1,7,4,,1,6.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Coruscating blue flames (ref. only),Ranged,2,4,3,-1,1,10,,
Pink Horrors,Chaos - Thousand Sons,,4c73-cbd1-f052-80c3,115,10,3,1,7,4,,1,6.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Coruscating yellow flames (ref. only),Ranged,2,5,2,-1,1,10,,
Pink Horrors,Chaos - Thousand Sons,,4c73-cbd1-f052-80c3,115,10,3,1,7,4,,1,6.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Yellow claws (ref. only),Melee,2,5,2,0,1,10,,
Rubric Marines,Chaos - Thousand Sons,,5d3d-e13b-8b76-dad3,100,5,4,2,3,5,,2,6.0,"BATTLELINE, CHAOS, INFANTRY",1x T4 W3 Sv3+ Inv5+ | 4x T4 W2 Sv3+ Inv5+,Force weapon,Melee,3,3,6,-1,D3,1,,
Rubric Marines,Chaos - Thousand Sons,,5d3d-e13b-8b76-dad3,100,5,4,2,3,5,,2,6.0,"BATTLELINE, CHAOS, INFANTRY",1x T4 W3 Sv3+ Inv5+ | 4x T4 W2 Sv3+ Inv5+,Malefic Curse,Ranged,3,3,4,-3,1,1,"Devastating Wounds, Anti-Infantry 4+",
Rubric Marines,Chaos - Thousand Sons,,5d3d-e13b-8b76-dad3,100,5,4,2,3,5,,2,6.0,"BATTLELINE, CHAOS, INFANTRY",1x T4 W3 Sv3+ Inv5+ | 4x T4 W2 Sv3+ Inv5+,Inferno bolt pistol,Ranged,1,3,4,-1,1,1,,
Rubric Marines,Chaos - Thousand Sons,,5d3d-e13b-8b76-dad3,100,5,4,2,3,5,,2,6.0,"BATTLELINE, CHAOS, INFANTRY",1x T4 W3 Sv3+ Inv5+ | 4x T4 W2 Sv3+ Inv5+,Inferno boltgun,Ranged,2,3,4,-2,1,4,,
Rubric Marines,Chaos - Thousand Sons,,5d3d-e13b-8b76-dad3,100,5,4,2,3,5,,2,6.0,"BATTLELINE, CHAOS, INFANTRY",1x T4 W3 Sv3+ Inv5+ | 4x T4 W2 Sv3+ Inv5+,Close combat weapon,Melee,2,3,4,0,1,4,,
Scarab Occult Terminators,Chaos - Thousand Sons,,b1cf-c5-5121-92a4,180,5,5,3,2,4,,1,5.0,"CHAOS, INFANTRY",1x T5 W4 Sv2+ Inv4+ | 3x T5 W3 Sv2+ Inv4+ | 1x T5 W3 Sv2+ Inv4+,Force weapon,Melee,4,3,6,-1,D3,1,,
Scarab Occult Terminators,Chaos - Thousand Sons,,b1cf-c5-5121-92a4,180,5,5,3,2,4,,1,5.0,"CHAOS, INFANTRY",1x T5 W4 Sv2+ Inv4+ | 3x T5 W3 Sv2+ Inv4+ | 1x T5 W3 Sv2+ Inv4+,Malefic Curse,Ranged,3,3,4,-3,1,1,"Devastating Wounds, Anti-Infantry 4+",
Scarab Occult Terminators,Chaos - Thousand Sons,,b1cf-c5-5121-92a4,180,5,5,3,2,4,,1,5.0,"CHAOS, INFANTRY",1x T5 W4 Sv2+ Inv4+ | 3x T5 W3 Sv2+ Inv4+ | 1x T5 W3 Sv2+ Inv4+,Prosperine khopesh,Melee,3,3,5,-2,2,1,,
Scarab Occult Terminators,Chaos - Thousand Sons,,b1cf-c5-5121-92a4,180,5,5,3,2,4,,1,5.0,"CHAOS, INFANTRY",1x T5 W4 Sv2+ Inv4+ | 3x T5 W3 Sv2+ Inv4+ | 1x T5 W3 Sv2+ Inv4+,Inferno combi-bolter,Ranged,2,3,4,-2,1,3,Rapid Fire 2,
Scarab Occult Terminators,Chaos - Thousand Sons,,b1cf-c5-5121-92a4,180,5,5,3,2,4,,1,5.0,"CHAOS, INFANTRY",1x T5 W4 Sv2+ Inv4+ | 3x T5 W3 Sv2+ Inv4+ | 1x T5 W3 Sv2+ Inv4+,Prosperine khopesh,Melee,3,3,5,-2,2,3,,
Scarab Occult Terminators,Chaos - Thousand Sons,,b1cf-c5-5121-92a4,180,5,5,3,2,4,,1,5.0,"CHAOS, INFANTRY",1x T5 W4 Sv2+ Inv4+ | 3x T5 W3 Sv2+ Inv4+ | 1x T5 W3 Sv2+ Inv4+,Inferno combi-bolter,Ranged,2,3,4,-2,1,1,Rapid Fire 2,
Scarab Occult Terminators,Chaos - Thousand Sons,,b1cf-c5-5121-92a4,180,5,5,3,2,4,,1,5.0,"CHAOS, INFANTRY",1x T5 W4 Sv2+ Inv4+ | 3x T5 W3 Sv2+ Inv4+ | 1x T5 W3 Sv2+ Inv4+,Prosperine khopesh,Melee,3,3,5,-2,2,1,,
Screamers,Chaos - Thousand Sons,,7cbe-2406-8e67-aff5,80,3,4,3,6,4,,1,14.0,"BEAST, CHAOS, DAEMON, FLY",,Lamprey bite,Melee,3,3,6,-2,2,3,"Anti-Monster 4+, Anti-Vehicle 4+",
Sekhetar Robots,Chaos - Thousand Sons,,fe4b-b3a4-69b7-3088,85,2,6,4,3,5,,1,8.0,"CHAOS, VEHICLE, WALKER",,Pyreflux meltagun,Ranged,1,4,10,-4,D6,2,Melta 2,
Sekhetar Robots,Chaos - Thousand Sons,,fe4b-b3a4-69b7-3088,85,2,6,4,3,5,,1,8.0,"CHAOS, VEHICLE, WALKER",,Close combat weapon,Melee,3,4,5,0,1,2,,
Sekhetar Robots,Chaos - Thousand Sons,,fe4b-b3a4-69b7-3088,85,2,6,4,3,5,,1,8.0,"CHAOS, VEHICLE, WALKER",,Heavy warpflamer,Ranged,D6,2,5,-2,1,2,"Torrent, Ignores Cover",
Sekhetar Robots,Chaos - Thousand Sons,,fe4b-b3a4-69b7-3088,85,2,6,4,3,5,,1,8.0,"CHAOS, VEHICLE, WALKER",,Hellfyre missile rack,Ranged,2,4,10,-2,3,2,,
Sorcerer,Chaos - Thousand Sons,,af1e-9a3d-785c-47f8,95,1,4,4,3,5,,1,6.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Pandaemonic Delusion,Ranged,6,3,5,-1,1,1,Sustained Hits 3,
Sorcerer,Chaos - Thousand Sons,,af1e-9a3d-785c-47f8,95,1,4,4,3,5,,1,6.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Force weapon,Melee,4,3,6,-1,D3,1,,
Sorcerer,Chaos - Thousand Sons,,af1e-9a3d-785c-47f8,95,1,4,4,3,5,,1,6.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Inferno bolt pistol,Ranged,1,2,4,-1,1,1,,
Sorcerer in Terminator Armour,Chaos - Thousand Sons,,c6d1-e73b-9d26-5d8b,100,1,5,5,2,4,,1,5.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Gaze of Hate,Ranged,3,3,4,-3,2,1,"Devastating Wounds, Anti-Monster 4+, Anti-Vehicle 4+",
Sorcerer in Terminator Armour,Chaos - Thousand Sons,,c6d1-e73b-9d26-5d8b,100,1,5,5,2,4,,1,5.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Force weapon,Melee,4,3,6,-1,D3,1,,
Sorcerer in Terminator Armour,Chaos - Thousand Sons,,c6d1-e73b-9d26-5d8b,100,1,5,5,2,4,,1,5.0,"CHAOS, CHARACTER, INFANTRY, PSYKER",,Inferno combi-bolter,Ranged,2,3,4,-2,1,1,Rapid Fire 2,
Tzaangor Enlightened,Chaos - Thousand Sons,,1703-3edd-5eb3-fcef,50,3,4,2,5,5,,2,10.0,"CHAOS, FLY, MOUNTED",,Autopistol,Ranged,1,4,3,0,1,1,,
Tzaangor Enlightened,Chaos - Thousand Sons,,1703-3edd-5eb3-fcef,50,3,4,2,5,5,,2,10.0,"CHAOS, FLY, MOUNTED",,Chainsword,Melee,6,4,4,0,1,1,,
Tzaangor Enlightened,Chaos - Thousand Sons,,1703-3edd-5eb3-fcef,50,3,4,2,5,5,,2,10.0,"CHAOS, FLY, MOUNTED",,Divining spear,Melee,3,4,5,-1,2,2,Lance,
Tzaangor Enlightened with Fatecaster greatbows,Chaos - Thousand Sons,,8b9f-917f-37c1-99c3,55,3,4,2,5,5,,2,10.0,"CHAOS, FLY, MOUNTED",,Fatecaster greatbow,Ranged,2,4,5,-2,2,1,"Lethal Hits, Ignores Cover",
Tzaangor Enlightened with Fatecaster greatbows,Chaos - Thousand Sons,,8b9f-917f-37c1-99c3,55,3,4,2,5,5,,2,10.0,"CHAOS, FLY, MOUNTED",,Close combat weapon,Melee,2,4,4,0,1,1,,
Tzaangor Enlightened with Fatecaster greatbows,Chaos - Thousand Sons,,8b9f-917f-37c1-99c3,55,3,4,2,5,5,,2,10.0,"CHAOS, FLY, MOUNTED",,Fatecaster greatbow,Ranged,2,4,5,-2,2,2,"Lethal Hits, Ignores Cover",
Tzaangor Enlightened with Fatecaster greatbows,Chaos - Thousand Sons,,8b9f-917f-37c1-99c3,55,3,4,2,5,5,,2,10.0,"CHAOS, FLY, MOUNTED",,Close combat weapon,Melee,2,4,4,0,1,2,,
Tzaangor Shaman,Chaos - Thousand Sons,,c251-bd54-441-4799,65,1,4,4,5,5,,2,10.0,"CHAOS, CHARACTER, FLY, INFANTRY, MOUNTED, PSYKER",,Baleful Devolution,Ranged,D6,3,9,0,1,1,"Devastating Wounds, Blast",
Tzaangor Shaman,Chaos - Thousand Sons,,c251-bd54-441-4799,65,1,4,4,5,5,,2,10.0,"CHAOS, CHARACTER, FLY, INFANTRY, MOUNTED, PSYKER",,Force stave,Melee,3,3,5,-1,D3,1,,
Tzaangors,Chaos - Thousand Sons,,f5b9-50c8-5c60-d8ea,75,10,4,1,6,6,,1,6.0,"CHAOS, INFANTRY",,Tzaangor blades,Melee,2,4,5,0,1,1,,
Tzaangors,Chaos - Thousand Sons,,f5b9-50c8-5c60-d8ea,75,10,4,1,6,6,,1,6.0,"CHAOS, INFANTRY",,Tzaangor blades,Melee,2,4,5,0,1,9,,
Angron,Chaos - World Eaters,,f4b8-1179-de57-4d69,330,1,11,16,2,4,,6,14.0,"CHAOS, CHARACTER, DAEMON, EPIC HERO, FLY, MONSTER",,➤ Samni’arius and Spinegrinder - strike,Melee,8,2,14,-3,D6+2,1,Devastating Wounds,
Bloodcrushers,Chaos - World Eaters,,e65f-c7c7-1d18-1a60,95,3,7,4,3,5,,2,10.0,"CHAOS, DAEMON, MOUNTED",,Hellblade,Melee,2,3,5,-2,2,2,,
Bloodcrushers,Chaos - World Eaters,,e65f-c7c7-1d18-1a60,95,3,7,4,3,5,,2,10.0,"CHAOS, DAEMON, MOUNTED",,Bladed horn,Melee,4,4,6,-1,1,2,Lance,
Bloodcrushers,Chaos - World Eaters,,e65f-c7c7-1d18-1a60,95,3,7,4,3,5,,2,10.0,"CHAOS, DAEMON, MOUNTED",,Hellblade,Melee,2,3,5,-2,2,1,,
Bloodcrushers,Chaos - World Eaters,,e65f-c7c7-1d18-1a60,95,3,7,4,3,5,,2,10.0,"CHAOS, DAEMON, MOUNTED",,Bladed horn,Melee,4,4,6,-1,1,1,Lance,
Bloodletters,Chaos - World Eaters,,9188-4709-00ba-e5e0,90,10,4,1,7,5,,1,8.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Hellblade,Melee,2,3,5,-2,2,9,,
Bloodletters,Chaos - World Eaters,,9188-4709-00ba-e5e0,90,10,4,1,7,5,,1,8.0,"BATTLELINE, CHAOS, DAEMON, INFANTRY",,Hellblade,Melee,2,3,5,-2,2,1,,
Bloodthirster,Chaos - World Eaters,,4ad2-bd20-6dfe-776b,320,1,11,18,3,4,,5,12.0,"CHAOS, CHARACTER, DAEMON, FLY, MONSTER",,Hellfire breath,Ranged,D6,2,5,-1,1,1,"Torrent, Ignores Cover",
Bloodthirster,Chaos - World Eaters,,4ad2-bd20-6dfe-776b,320,1,11,18,3,4,,5,12.0,"CHAOS, CHARACTER, DAEMON, FLY, MONSTER",,➤ Great axe of Khorne - strike,Melee,7,2,16,-4,D6+2,1,,
Chaos Land Raider,Chaos - World Eaters,,4251-bd4f-f7ac-9487,220,1,12,16,2,,,5,10.0,"CHAOS, TRANSPORT, VEHICLE",,Armoured tracks,Melee,9,3,8,0,1,1,,
Chaos Land Raider,Chaos - World Eaters,,4251-bd4f-f7ac-9487,220,1,12,16,2,,,5,10.0,"CHAOS, TRANSPORT, VEHICLE",,Soulshatter lascannon,Ranged,2,4,12,-3,D6+1,2,Rapid Fire 2,
Chaos Land Raider,Chaos - World Eaters,,4251-bd4f-f7ac-9487,220,1,12,16,2,,,5,10.0,"CHAOS, TRANSPORT, VEHICLE",,Twin heavy bolter,Ranged,3,4,5,-1,2,1,"Sustained Hits 1, Twin-linked, Rapid Fire 2",
Chaos Predator Annihilator,Chaos - World Eaters,,497c-f787-5a7e-1020,130,1,10,11,3,,,3,10.0,"CHAOS, VEHICLE",,Predator twin lascannon,Ranged,1,4,14,-3,D6+1,1,"Twin-linked, Rapid Fire 2",
Chaos Predator Annihilator,Chaos - World Eaters,,497c-f787-5a7e-1020,130,1,10,11,3,,,3,10.0,"CHAOS, VEHICLE",,Armoured tracks,Melee,6,3,6,0,1,1,,
Chaos Predator Destructor,Chaos - World Eaters,,04a0-269e-3bab-2c61,130,1,10,11,3,,,3,10.0,"CHAOS, VEHICLE",,Predator autocannon,Ranged,4,4,9,-1,3,1,Rapid Fire 6,
Chaos Predator Destructor,Chaos - World Eaters,,04a0-269e-3bab-2c61,130,1,10,11,3,,,3,10.0,"CHAOS, VEHICLE",,Armoured tracks,Melee,6,3,6,0,1,1,,
Chaos Rhino,Chaos - World Eaters,,e849-ce40-ee43-7623,75,1,9,10,3,,,2,12.0,"CHAOS, TRANSPORT, VEHICLE",,Armoured tracks,Melee,6,3,6,0,1,1,,
Chaos Spawn,Chaos - World Eaters,,edde-57bf-bccc-d8b2,95,2,5,4,4,,,1,10.0,"BEAST, CHAOS",,Hideous Mutations,Melee,D6+4,4,5,-1,2,2,,
Chaos Terminators,Chaos - World Eaters,,45f6-8429-a1d9-2a51,165,5,5,3,2,4,,1,7.0,"CHAOS, INFANTRY",,Combi-bolter,Ranged,2,4,4,0,1,1,Rapid Fire 4,
Chaos Terminators,Chaos - World Eaters,,45f6-8429-a1d9-2a51,165,5,5,3,2,4,,1,7.0,"CHAOS, INFANTRY",,Accursed weapon,Melee,4,3,5,-2,1,1,,
Chaos Terminators,Chaos - World Eaters,,45f6-8429-a1d9-2a51,165,5,5,3,2,4,,1,7.0,"CHAOS, INFANTRY",,Combi-bolter,Ranged,2,4,4,0,1,4,Rapid Fire 4,
Chaos Terminators,Chaos - World Eaters,,45f6-8429-a1d9-2a51,165,5,5,3,2,4,,1,7.0,"CHAOS, INFANTRY",,Accursed weapon,Melee,4,3,5,-2,1,4,,
Daemon Prince of Khorne,Chaos - World Eaters,,40c5-9ebd-6d42-2855,200,1,10,10,2,4,,3,10.0,"CHAOS, CHARACTER, DAEMON, MONSTER",,➤ Hellforged weapons - strike,Melee,8,2,8,-2,3,1,,
Daemon Prince of Khorne,Chaos - World Eaters,,40c5-9ebd-6d42-2855,200,1,10,10,2,4,,3,10.0,"CHAOS, CHARACTER, DAEMON, MONSTER",,Infernal cannon,Ranged,3,3,5,-1,2,1,Rapid Fire 1,
Daemon Prince of Khorne with wings,Chaos - World Eaters,,0294-61a4-c6ed-b2e8,170,1,9,10,2,4,,3,14.0,"CHAOS, CHARACTER, DAEMON, FLY, MONSTER",,➤ Hellforged weapons - strike,Melee,8,2,8,-2,3,1,,
Daemon Prince of Khorne with wings,Chaos - World Eaters,,0294-61a4-c6ed-b2e8,170,1,9,10,2,4,,3,14.0,"CHAOS, CHARACTER, DAEMON, FLY, MONSTER",,Infernal cannon,Ranged,3,3,5,-1,2,1,Rapid Fire 1,
Defiler,Chaos - World Eaters,,ea51-5575-9e74-9346,270,1,11,18,3,5,,5,14.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Shearing claws - strike,Melee,6,3,16,-3,D6+1,1,,
Defiler,Chaos - World Eaters,,ea51-5575-9e74-9346,270,1,11,18,3,5,,5,14.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Shearing claws - sweep,Melee,12,3,6,-2,1,1,,
Defiler,Chaos - World Eaters,,ea51-5575-9e74-9346,270,1,11,18,3,5,,5,14.0,"CHAOS, DAEMON, VEHICLE, WALKER",,➤ Heavy missile launcher - frag,Ranged,2D6,4,5,-1,1,1,"Blast, Rapid Fire 3",
Defiler,Chaos - World Eaters,,ea51-5575-9e74-9346,270,1,11,18,3,5,,5,14.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Hades battle cannon,Ranged,D6+3,4,10,-1,3,1,"Blast, Rapid Fire 3",
Defiler,Chaos - World Eaters,,ea51-5575-9e74-9346,270,1,11,18,3,5,,5,14.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Heavy baleflamer,Ranged,D6+3,2,7,-2,2,1,"Torrent, Ignores Cover",
Defiler,Chaos - World Eaters,,ea51-5575-9e74-9346,270,1,11,18,3,5,,5,14.0,"CHAOS, DAEMON, VEHICLE, WALKER",,Excruciator cannon,Ranged,6,4,6,-1,2,2,Rapid Fire 3,
Eightbound,Chaos - World Eaters,,9435-1f44-7e5b-d510,125,3,6,3,3,5,,1,10.0,"CHAOS, DAEMON, INFANTRY",,Chainblades,Melee,5,3,8,-2,2,2,,
Eightbound,Chaos - World Eaters,,9435-1f44-7e5b-d510,125,3,6,3,3,5,,1,10.0,"CHAOS, DAEMON, INFANTRY",,Chainblades,Melee,5,3,8,-2,2,1,,
Exalted Eightbound,Chaos - World Eaters,,9932-3d2b-1e47-d53b,130,3,6,3,3,5,,1,10.0,"CHAOS, DAEMON, INFANTRY",,Chainblades,Melee,4,3,8,-3,2,2,"Anti-Monster 3+, Anti-Vehicle 3+",
Exalted Eightbound,Chaos - World Eaters,,9932-3d2b-1e47-d53b,130,3,6,3,3,5,,1,10.0,"CHAOS, DAEMON, INFANTRY",,Chainblades,Melee,4,3,8,-3,2,1,"Anti-Monster 3+, Anti-Vehicle 3+",
